,Gender2,Gender3,CountC,CountV,Start,End,start_letter,end_letter,plu_pattern,aug_vowel,source,derived_cat,semantic_cat,human,animate,semantic,sexgen
722,Masculine,Masculine,3,2,1,0,m,i,External,A,Native,Action Nouns,,N,N,Motion & Transportation,
723,Feminine,Feminine,4,2,1,1,m,j,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
724,Masculine,Masculine,3,1,1,1,ʒ,ʕ,External,A,Arabic-Assimilated,Action Nouns,,N,N,Language & Music,
725,Feminine,Feminine,4,1,1,1,m,n,External,A,Native,Underived,1-AUG,Y,Y,Social Relations,Female
726,Masculine,Neutral,3,1,1,0,ʒ,i,Internal,A,Native,Underived,,Y,Y,Social Relations,NonSpec
727,Masculine,Neutral,4,1,1,1,q,d,External,A,Native,Agentives,,Y,Y,Possession & Trade,NonSpec
728,Masculine,Neutral,5,2,1,0,n,u,Internal,A,Native,Agentives,,N,Y,Sense Perception,NonSpec
729,Feminine,Feminine,3,2,1,0,z,a,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
730,Masculine,Masculine,4,1,1,0,g,i,Mixed,A,Native,Underived,,N,N,Physical Acts & Materials,
731,Masculine,Neutral,3,2,1,1,n,m,External,A,Native,Action Nouns,,N,Y,Animals,NonSpec
732,Masculine,Masculine,3,1,1,0,s,i,Mixed,A,Native,Action Nouns,,N,N,Language & Music,
733,Masculine,Neutral,4,1,1,1,m,d,External,A,Native,Agentives,,Y,Y,Emotion,NonSpec
734,Masculine,Neutral,4,1,1,1,m,s,External,A,Arabic-Assimilated,Agentives,,Y,Y,Language & Music,NonSpec
735,Masculine,Neutral,6,0,1,1,m,d,External,A,Native,Agentives,,Y,Y,Sense Perception,NonSpec
736,Masculine,Masculine,3,0,1,1,m,l,Mixed,A,Native,Underived,,N,N,Animals,
737,Masculine,Masculine,2,1,1,1,z,r,Mixed,A,Native,Underived,,N,N,Body Parts & Functions,
738,Masculine,Masculine,3,1,1,1,k,d,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
739,Masculine,Masculine,3,1,1,1,z,m,No Plural,A,Native,Action Nouns,,N,N,Possession & Trade,
740,Masculine,Neutral,4,1,1,1,n,m,External,A,Native,Agentives,,Y,Y,Possession & Trade,NonSpec
741,Masculine,Masculine,2,1,1,0,g,u,Internal,A,Native,Underived,5-DIM,N,N,Motion & Transportation,
742,Masculine,Masculine,4,1,1,1,n,d,External,A,Native,Agentives,,N,N,Dwellings & Furniture,
743,Feminine,Feminine,3,1,1,0,s,i,Internal,A,Native,Instrumental Nouns,,N,N,Food & Drink,
744,Masculine,Neutral,4,1,1,1,b,ʁ,External,A,Arabic-Assimilated,Agentives,,Y,Y,Law & Judgement,NonSpec
745,Masculine,Masculine,3,1,1,1,n,l,Internal,A,Native,Underived,,N,N,Agriculture & Vegetation,
746,Masculine,Masculine,4,1,1,1,z,r,External,A,Native,Underived,,N,N,Physical World,
747,Masculine,Masculine,4,1,1,1,k,ʒ,External,A,Native,Action Nouns,5-UNIT,N,N,Body Parts & Functions,
748,Masculine,Masculine,4,1,1,1,s,l,No Plural,A,Native,Action Nouns,,N,N,Mind & Thought,
749,Masculine,Masculine,3,2,1,1,l,f,External,A,Native,Underived,,N,N,Physical Acts & Materials,
750,Masculine,Masculine,5,1,1,1,s,l,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
751,Masculine,Masculine,4,1,1,1,q,z,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
752,Feminine,Feminine,5,0,1,1,m,r,External,A,Arabic-Assimilated,Instrumental Nouns,,N,N,Language & Music,
753,Feminine,Feminine,4,1,1,1,g,z,No Plural,A,Native,Action Nouns,,N,N,Emotion,
754,Masculine,Neutral,3,2,1,1,b,ʁ,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
755,Masculine,Masculine,5,2,1,1,l,r,External,A,Native,Action Nouns,,N,N,Social Relations,
756,Masculine,Masculine,3,2,1,0,s,u,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
757,Masculine,Neutral,3,2,1,1,m,r,External,A,Native,Agentives,,Y,Y,Body Parts & Functions,NonSpec
758,Masculine,Neutral,3,2,1,1,m,l,Internal,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
759,Feminine,Feminine,3,2,1,0,w,i,Mixed,A,Native,Action Nouns,,N,N,Emotion,
760,Masculine,Masculine,4,1,1,1,k,ʃ,External,A,Native,Action Nouns,,N,N,Spatial Relations,
761,Masculine,Masculine,2,2,1,0,s,u,Internal,A,Native,Underived,,N,N,Physical World,
762,Masculine,Masculine,3,1,1,0,s,u,No Plural,A,Native,Action Nouns,,Y,Y,Social Relations,NonSpec
763,Masculine,Masculine,3,2,1,1,ʒ,f,External,A,Native,Underived,5-DIM,N,N,Physical World,
764,Masculine,Neutral,4,1,1,1,g,d,Mixed,A,Native,Underived,,Y,Y,Social Relations,NonSpec
765,Masculine,Masculine,4,2,1,0,s,u,Mixed,A,Native,Action Nouns,,N,N,Body Parts & Functions,
766,Masculine,Masculine,5,2,1,1,s,j,External,A,Native,Action Nouns,,N,N,Body Parts & Functions,
767,Masculine,Masculine,3,2,1,1,ʁ,m,External,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
768,Masculine,Neutral,4,1,1,1,ʃ,j,External,A,Arabic-Assimilated,Agentives,,N,Y,Food & Drink,NonSpec
769,Masculine,Neutral,4,1,1,1,z,ʁ,External,A,Native,Agentives,,N,Y,Sense Perception,NonSpec
770,Feminine,Feminine,2,2,1,0,z,i,No Plural,A,Native,Action Nouns,,N,N,Sense Perception,
771,Feminine,Feminine,5,1,1,0,q,i,Internal,A,Native,Action Nouns,,N,N,Language & Music,
772,Masculine,Masculine,4,2,1,0,ħ,u,Mixed,A,Native,Action Nouns,,N,N,Motion & Transportation,
773,Masculine,Masculine,5,1,1,1,s,r,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
774,Feminine,Feminine,2,1,1,1,s,k,Internal,A,Native,Underived,1-AUG,N,N,Motion & Transportation,
775,Masculine,Masculine,4,2,1,0,χ,u,Internal,A,Arabic-Assimilated,Underived,5-DIM,N,N,Physical World,
776,Masculine,Masculine,3,1,1,1,m,l,External,A,Native,Underived,,N,N,Physical World,
777,Masculine,Masculine,3,0,1,1,w,k,Mixed,A,Native,Underived,5-DIM,N,N,Clothing & Adornment,
778,Masculine,Masculine,3,1,1,1,q,b,External,A,Native,Underived,5-DIM,N,N,Clothing & Adornment,
779,Masculine,Masculine,4,0,1,1,w,r,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
780,Masculine,Neutral,4,1,1,1,g,m,External,A,Native,Underived,,Y,Y,Religion & Beliefs,NonSpec
781,Masculine,Neutral,5,2,1,0,z,u,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
782,Masculine,Neutral,3,1,1,0,m,u,Mixed,A,Native,Agentives,,Y,Y,Emotion,NonSpec
783,Feminine,Feminine,3,1,1,0,m,i,Internal,A,Arabic-Assimilated,Underived,1-AUG,N,N,Dwellings & Furniture,
784,Masculine,Masculine,4,1,1,1,ʒ,n,No Plural,A,Native,Action Nouns,,N,N,Emotion,
785,Masculine,Neutral,4,1,1,1,b,n,External,A,Native,Underived,,N,Y,Animals,NonSpec
786,Masculine,Neutral,3,1,1,1,f,m,External,A,Arabic-Assimilated,Agentives,,Y,Y,Mind & Thought,NonSpec
787,Feminine,Feminine,4,1,1,1,f,ħ,External,A,Arabic-Assimilated,Action Nouns,,N,N,Social Relations,
788,Masculine,Masculine,3,1,1,1,g,j,No Plural,A,Native,Action Nouns,,N,N,Language & Music,
789,Masculine,Masculine,4,1,1,1,q,f,Internal,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
790,Masculine,Masculine,3,2,1,0,n,i,No Plural,A,Native,Action Nouns,,N,N,Emotion,
791,Masculine,Masculine,4,2,1,1,b,z,No Plural,A,Native,Underived,,N,N,Food & Drink,
792,Masculine,Neutral,3,2,1,0,s,i,Mixed,A,Arabic-Assimilated,Abnakliy,,N,Y,Quantity & Number,NonSpec
793,Feminine,Feminine,3,2,1,0,g,i,Mixed,A,Native,Action Nouns,,N,N,Language & Music,
794,Masculine,Masculine,4,1,1,1,b,l,External,A,Native,Underived,,N,Y,Animals,NonSpec
795,Masculine,Neutral,4,1,1,1,l,d,External,A,Native,Underived,,N,Y,Animals,NonSpec
796,Masculine,Masculine,5,2,1,1,b,r,External,A,Native,Underived,,N,N,Body Parts & Functions,
797,Masculine,Masculine,4,1,1,1,s,r,External,A,Arabic-Assimilated,Agentives,5-POLY,Y,Y,Social Relations,NonSpec
798,Masculine,Masculine,4,0,1,1,s,g,No Plural,A,Native,Action Nouns,,N,N,Language & Music,
799,Masculine,Masculine,4,1,1,1,s,f,No Plural,A,Native,Action Nouns,,N,N,Language & Music,
800,Masculine,Masculine,3,0,1,1,d,f,Mixed,A,Native,Underived,,N,N,Agriculture & Vegetation,
801,Feminine,Feminine,3,1,1,1,s,f,Mixed,A,Native,Underived,1-AUG,N,N,Agriculture & Vegetation,
802,Feminine,Feminine,3,1,1,0,g,a,Mixed,A,Native,Underived,,N,N,Agriculture & Vegetation,
803,Masculine,Neutral,2,2,1,0,r,i,Mixed,A,Native,Action Nouns,,N,Y,Sense Perception,NonSpec
804,Masculine,Neutral,4,1,1,0,ʕ,i,Internal,A,Arabic-Assimilated,Occupational Nouns,,Y,Y,Warfare & Hunting,NonSpec
805,Masculine,Neutral,5,0,1,1,m,s,Internal,A,Native,Agentives,,N,Y,Spatial Relations,NonSpec
806,Masculine,Masculine,3,1,1,1,d,s,No Plural,A,Native,Action Nouns,,N,N,Spatial Relations,
807,Masculine,Neutral,4,1,1,1,m,l,Internal,A,Arabic-Assimilated,Agentives,,Y,Y,Spatial Relations,NonSpec
808,Masculine,Masculine,4,1,1,1,n,m,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
809,Masculine,Masculine,4,1,1,1,s,r,External,A,Arabic-Assimilated,Agentives,5-POLY,Y,Y,Religion & Beliefs,NonSpec
810,Masculine,Masculine,3,2,1,0,ʃ,i,Mixed,A,Native,Underived,5-DIM,N,N,Clothing & Adornment,
811,Masculine,Masculine,4,1,1,1,k,d,Internal,A,Native,Underived,,N,N,Agriculture & Vegetation,
812,Masculine,Masculine,4,1,1,1,h,d,No Plural,A,Native,Underived,,N,N,Language & Music,
813,Masculine,Masculine,3,1,1,1,w,j,External,A,Native,Underived,,N,N,Food & Drink,
814,Masculine,Masculine,4,1,1,1,b,g,External,A,Native,Underived,,N,Y,Animals,NonSpec
815,Masculine,Masculine,3,1,1,1,b,ʁ,External,A,Native,Underived,5-DIM,N,Y,Animals,NonSpec
816,Feminine,Feminine,4,2,1,1,s,l,External,A,Native,Underived,1-AUG,N,Y,Animals,NonSpec
817,Masculine,Masculine,3,1,1,1,z,d,Internal,A,Native,Underived,5-DIM,N,Y,Animals,NonSpec
818,Masculine,Masculine,3,1,1,1,b,ħ,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
819,Masculine,Neutral,4,1,1,1,m,s,External,A,Native,Underived,,Y,Y,Social Relations,NonSpec
820,Masculine,Masculine,3,1,1,0,g,a,Mixed,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
821,Masculine,Masculine,6,0,1,1,s,s,No Plural,A,Native,Underived,,N,N,Body Parts & Functions,
822,Masculine,Masculine,3,2,1,0,ʁ,u,Internal,A,Native,Underived,5-DIM,N,N,Physical World,
823,Masculine,Neutral,4,1,1,1,d,r,Internal,A,Native,Underived,,Y,Y,Sense Perception,NonSpec
824,Masculine,Neutral,3,1,1,0,ʁ,a,Mixed,A,Native,Underived,,N,Y,Animals,NonSpec
825,Masculine,Neutral,4,1,1,1,n,r,External,A,Native,Agentives,,N,Y,Quantity & Number,NonSpec
826,Masculine,Neutral,4,1,1,1,n,d,External,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
827,Masculine,Neutral,4,1,1,1,n,s,Internal,A,Native,Underived,,Y,Y,Social Relations,NonSpec
828,Feminine,Feminine,3,1,1,1,l,ħ,Internal,A,Arabic-Assimilated,Underived,,N,N,Dwellings & Furniture,
829,Masculine,Masculine,4,0,1,1,b,ʃ,No Plural,A,Native,Action Nouns,,N,N,Possession & Trade,
830,Masculine,Neutral,4,1,1,1,b,ʃ,External,A,Native,Agentives,,N,Y,Sense Perception,NonSpec
831,Masculine,Neutral,3,1,1,1,b,r,External,A,Native,Underived,,N,Y,Sense Perception,NonSpec
832,Feminine,Feminine,3,2,1,0,g,a,No Plural,A,Native,Underived,,N,N,Spatial Relations,
833,Masculine,Masculine,3,0,1,1,w,z,Mixed,A,Native,Underived,,N,N,Body Parts & Functions,
834,Feminine,Feminine,3,1,1,1,l,n,Internal,A,Native,Underived,1-AUG,N,N,Language & Music,
835,Masculine,Masculine,4,1,1,1,g,l,External,A,Native,Underived,5-DIM,N,N,Language & Music,
836,Masculine,Masculine,2,2,1,0,z,u,No Plural,A,Native,Underived,,N,N,Emotion,
837,Masculine,Masculine,6,0,1,1,s,l,No Plural,A,Native,Action Nouns,,N,N,Emotion,
838,Feminine,Feminine,3,1,1,0,z,i,Internal,A,Arabic-Assimilated,Underived,1-AUG,N,N,Dwellings & Furniture,
839,Masculine,Masculine,4,1,1,1,m,z,Internal,A,Native,Agentives,5-DIM,N,N,Physical World,
840,Masculine,Masculine,2,2,1,0,g,i,Mixed,A,Native,Underived,5-DIM,N,N,Physical World,
841,Masculine,Masculine,4,1,1,1,m,z,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
842,Masculine,Masculine,4,1,1,1,k,r,Internal,A,Native,Underived,5-DIM,N,N,Physical World,
843,Masculine,Neutral,4,1,1,1,r,m,External,A,Arabic-Assimilated,Agentives,,Y,Y,Clothing & Adornment,NonSpec
844,Masculine,Neutral,4,1,1,1,w,t,External,A,Native,Underived,,N,Y,Animals,Male
845,Masculine,Neutral,4,1,1,1,m,d,Internal,A,Native,Agentives,,Y,Y,Body Parts & Functions,NonSpec
846,Masculine,Masculine,3,2,1,1,g,n,Internal,A,Native,Underived,5-DIM,N,N,Dwellings & Furniture,
847,Feminine,Feminine,2,1,1,0,z,i,Mixed,A,Native,Underived,1-AUG,N,N,Physical Acts & Materials,
848,Masculine,Masculine,3,1,1,1,g,j,External,A,Native,Underived,,N,N,Body Parts & Functions,
849,Masculine,Masculine,3,2,1,0,g,u,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
850,Masculine,Masculine,5,1,1,1,l,d,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
851,Masculine,Masculine,4,2,1,0,l,a,No Plural,A,Native,Underived,,N,N,Clothing & Adornment,
852,Masculine,Masculine,3,2,1,1,ʃ,k,Internal,A,Native,Underived,5-DIM,N,N,Clothing & Adornment,
853,Masculine,Neutral,4,1,1,1,n,m,External,A,Arabic-Assimilated,Agentives,,Y,Y,Emotion,NonSpec
854,Masculine,Masculine,4,1,1,1,s,f,External,A,Native,Underived,5-DIM,N,N,Animals,
855,Masculine,Masculine,4,1,1,1,ʒ,d,No Plural,A,Native,Action Nouns,,N,N,Language & Music,
856,Masculine,Masculine,2,2,1,0,s,u,Internal,A,Native,Underived,5-DIM,N,N,Physical World,
857,Masculine,Neutral,3,1,1,1,m,s,External,A,Native,Agentives,,Y,Y,Animals,NonSpec
858,Masculine,Masculine,3,1,1,1,s,w,No Plural,A,Native,Instrumental Nouns,,N,N,Physical World,
859,Masculine,Masculine,4,1,1,1,s,j,No Plural,A,Native,Action Nouns,,N,N,Food & Drink,
860,Masculine,Masculine,4,1,1,1,g,l,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
861,Feminine,Feminine,3,1,1,1,n,f,No Plural,A,Native,Action Nouns,,N,N,Warfare & Hunting,
862,Masculine,Masculine,3,1,1,1,s,l,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
863,Masculine,Masculine,4,1,1,1,s,r,External,A,Arabic-Assimilated,Action Nouns,5-DIM,N,N,Language & Music,
864,Masculine,Masculine,3,1,1,0,s,i,No Plural,A,Native,Instrumental Nouns,,N,N,Animals,
865,Masculine,Neutral,4,1,1,1,ʁ,r,External,A,Arabic-Assimilated,Agentives,,Y,Y,Social Relations,NonSpec
866,Masculine,Neutral,4,1,1,1,m,r,External,A,Arabic-Assimilated,Agentives,,Y,Y,Social Relations,NonSpec
867,Masculine,Neutral,4,1,1,1,m,l,External,A,Arabic-Assimilated,Agentives,,Y,Y,Possession & Trade,NonSpec
868,Masculine,Neutral,4,1,1,1,χ,m,External,A,Arabic-Assimilated,Agentives,,Y,Y,Possession & Trade,NonSpec
869,Masculine,Masculine,4,0,1,1,z,r,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
870,Masculine,Masculine,3,1,1,1,z,g,External,A,Native,Action Nouns,5-UNIT,N,N,Body Parts & Functions,
871,Masculine,Masculine,4,1,1,1,k,d,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
872,Masculine,Masculine,3,1,1,1,s,j,No Plural,A,Native,Action Nouns,,N,N,Physical Acts & Materials,
873,Masculine,Neutral,4,1,1,1,m,ʃ,Internal,A,Native,Underived,,Y,Y,Emotion,NonSpec
874,Masculine,Masculine,3,1,1,1,s,l,Internal,A,Native,Underived,,N,N,Body Parts & Functions,
875,Masculine,Neutral,4,1,1,1,k,d,External,A,Native,Agentives,,Y,Y,Emotion,NonSpec
876,Masculine,Neutral,4,1,1,1,q,l,External,A,Arabic-Assimilated,Underived,,Y,Y,Body Parts & Functions,NonSpec
877,Masculine,Neutral,4,1,1,1,f,k,External,A,Arabic-Assimilated,Underived,,Y,Y,Body Parts & Functions,NonSpec
878,Feminine,Feminine,3,2,1,0,b,i,No Plural,A,Arabic-Assimilated,Action Nouns,,N,N,Emotion,
879,Masculine,Masculine,4,1,1,1,ʒ,b,Internal,A,Arabic-Assimilated,Underived,5-DIM,N,N,Physical Acts & Materials,
880,Masculine,Masculine,3,2,1,1,q,s,Internal,A,Arabic-Assimilated,Underived,5-DIM,N,N,Physical Acts & Materials,
881,Masculine,Masculine,3,1,1,0,f,u,Mixed,A,Native,Underived,,N,N,Food & Drink,
882,Masculine,Masculine,3,1,1,0,s,i,Mixed,A,Native,Instrumental Nouns,,N,N,Food & Drink,
883,Masculine,Masculine,2,2,1,0,r,u,Mixed,A,Native,Underived,,N,N,Food & Drink,
884,Feminine,Feminine,3,2,1,0,m,a,No Plural,A,Native,Action Nouns,,N,N,Body Parts & Functions,
885,Masculine,Masculine,3,2,1,0,l,i,Mixed,A,Native,Action Nouns,,N,N,Motion & Transportation,
886,Masculine,Masculine,3,2,1,0,l,u,Mixed,A,Native,Action Nouns,,N,N,Motion & Transportation,
887,Masculine,Masculine,4,1,1,1,ʃ,r,External,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
888,Feminine,Feminine,3,1,1,0,s,i,Mixed,A,Native,Underived,1-AUG,N,N,Physical Acts & Materials,
889,Masculine,Masculine,3,1,1,1,z,j,No Plural,A,Native,Action Nouns,,N,N,Agriculture & Vegetation,
890,Masculine,Masculine,3,2,1,1,g,n,External,A,Native,Underived,,N,N,Physical Acts & Materials,
891,Masculine,Neutral,4,1,1,1,m,j,External,A,Native,Agentives,,Y,Y,Agriculture & Vegetation,NonSpec
892,Masculine,Masculine,5,1,1,1,l,f,External,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
893,Masculine,Masculine,4,1,1,1,ʁ,f,External,A,Arabic-Assimilated,Underived,5-DIM,N,N,Food & Drink,
894,Masculine,Masculine,4,2,1,0,l,u,No Plural,A,Native,Action Nouns,,N,N,Spatial Relations,
895,Masculine,Neutral,4,1,1,1,ʕ,ʃ,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
896,Masculine,Masculine,4,1,1,1,ħ,d,Internal,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
897,Masculine,Masculine,3,1,1,1,ħ,g,Mixed,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
898,Masculine,Masculine,3,2,1,0,b,u,Mixed,A,Native,Underived,5-DIM,N,N,Animals,
899,Feminine,Feminine,3,1,1,0,z,u,No Plural,A,Native,Underived,,N,N,Agriculture & Vegetation,
900,Masculine,Masculine,4,1,1,1,s,b,External,A,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
901,Masculine,Masculine,3,1,1,1,m,l,Internal,A,Native,Underived,,N,N,Physical World,
902,Masculine,Neutral,4,1,1,1,z,w,External,A,Native,Underived,,N,Y,Sense Perception,NonSpec
903,Masculine,Masculine,3,2,1,0,k,i,Mixed,A,Native,Underived,5-DIM,N,N,Body Parts & Functions,
904,Masculine,Neutral,4,1,1,1,f,r,External,A,Native,Underived,,Y,Y,Time,NonSpec
905,Masculine,Neutral,3,2,1,1,ʃ,n,External,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
906,Masculine,Neutral,3,1,1,1,n,r,Internal,A,Native,Agentives,,Y,Y,Mankind,NonSpec
907,Feminine,Feminine,4,2,1,0,b,a,Mixed,A,Native,Underived,1-AUG,N,N,Animals,
908,Masculine,Neutral,4,1,1,1,n,f,Internal,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
909,Masculine,Masculine,4,1,1,1,ʁ,r,Internal,A,Native,Underived,5-DIM,N,N,Clothing & Adornment,
910,Feminine,Feminine,4,1,1,1,m,r,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
911,Masculine,Masculine,4,1,1,1,m,r,External,A,Native,Agentives,5-POLY,Y,Y,Social Relations,NonSpec
912,Masculine,Neutral,3,2,1,1,m,r,External,A,Native,Agentives,,Y,Y,Social Relations,NonSpec
913,Masculine,Masculine,4,1,1,1,ʃ,r,External,A,Native,Action Nouns,5-POLY,Y,Y,Social Relations,NonSpec
914,Masculine,Masculine,3,2,1,0,m,u,No Plural,A,Native,Action Nouns,,N,N,Motion & Transportation,
915,Masculine,Neutral,4,2,1,0,n,u,External,A,Native,Agentives,,Y,Y,Motion & Transportation,NonSpec
916,Feminine,Feminine,2,1,1,0,ʁ,i,Mixed,A,Native,Underived,,N,N,Motion & Transportation,
917,Feminine,Feminine,3,1,1,0,f,a,Mixed,A,Native,Underived,,N,N,Dwellings & Furniture,
918,Masculine,Masculine,3,1,1,1,ħ,k,Internal,A,Native,Underived,5-DIM,N,N,Food & Drink,
919,Feminine,Feminine,3,1,1,0,l,a,No Plural,A,Native,Underived,,N,N,Food & Drink,
920,Feminine,Feminine,3,2,1,0,n,i,Mixed,A,Native,Underived,,N,N,Dwellings & Furniture,
921,Masculine,Masculine,3,0,1,1,d,f,Mixed,A,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
922,Masculine,Masculine,4,1,1,1,d,r,External,A,Arabic-Assimilated,Underived,5-DIM,N,N,Social Relations,
923,Masculine,Masculine,3,0,1,1,g,d,No Plural,A,Native,Underived,,N,N,Spatial Relations,
924,Masculine,Neutral,4,1,1,1,z,d,External,A,Native,Underived,,N,Y,Spatial Relations,NonSpec
925,Masculine,Neutral,4,2,1,1,n,b,External,A,Arabic-Assimilated,Agentives,,Y,Y,Social Relations,NonSpec
926,Masculine,Masculine,4,2,1,1,l,ʒ,Mixed,A,French,Underived,5-DIM,N,N,Dwellings & Furniture,
927,Masculine,Masculine,5,0,1,1,l,l,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Physical Acts & Materials,
928,Masculine,Neutral,5,1,1,1,l,t,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Mankind,NonSpec
929,Masculine,Neutral,5,1,1,1,l,b,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Emotion,NonSpec
930,Masculine,Neutral,3,2,1,0,l,i,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Law & Judgement,NonSpec
931,Masculine,Masculine,3,2,1,1,l,r,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Language & Music,
932,Masculine,Masculine,5,1,1,1,l,t,Mixed,A,French,Underived,5-DIM,N,N,Clothing & Adornment,
933,Masculine,Masculine,5,1,1,1,r,n,External,A,Arabic-Assimilated,Underived,5-UNIT,N,N,Food & Drink,
934,Masculine,Neutral,4,2,1,1,ʃ,r,Mixed,A,French,Underived,,Y,Y,Motion & Transportation,NonSpec
935,Masculine,Masculine,5,1,1,1,s,t,Mixed,A,French,Underived,5-DIM,N,N,Clothing & Adornment,
936,Masculine,Neutral,4,2,1,1,ʃ,n,Mixed,A,Arabic-Assimilated,Underived,,N,Y,Religion & Beliefs,Male
937,Masculine,Neutral,5,1,1,1,s,n,Mixed,A,Arabic-Assimilated,Underived,,Y,Y,Social Relations,NonSpec
938,Masculine,Masculine,5,1,1,1,s,q,Mixed,A,Arabic-Assimilated,Underived,5-DIM,N,N,Physical Acts & Materials,
939,Feminine,Feminine,3,2,1,1,m,l,External,A,French,Underived,,N,N,Motion & Transportation,
940,Feminine,Feminine,4,1,1,1,r,ʕ,External,A,Arabic-Assimilated,Underived,,N,N,Clothing & Adornment,
941,Feminine,Feminine,4,1,1,1,r,j,External,A,Arabic-Assimilated,Underived,,N,N,Quantity & Number,
942,Masculine,Masculine,4,2,1,1,t,n,Mixed,A,Native,Underived,5-DIM,N,N,Food & Drink,
943,Masculine,Masculine,5,2,1,1,z,r,Mixed,A,French,Underived,5-DIM,N,N,Body Parts & Functions,
944,Masculine,Neutral,4,1,1,1,z,d,Internal,A,Native,Underived,,N,Y,Animals,NonSpec
945,Masculine,Masculine,5,1,1,1,q,r,External,A,Arabic-Assimilated,Underived,,N,N,Quantity & Number,
946,Masculine,Masculine,4,1,1,1,t,l,Mixed,A,Unknown,Underived,5-DIM,N,N,Food & Drink,
947,Masculine,Masculine,3,2,1,1,z,m,External,A,Native,Underived,5-UNIT,N,N,Food & Drink,
948,Masculine,Neutral,4,2,1,0,b,i,Mixed,A,Native,Adjective Of Origin,,Y,Y,Social Relations,NonSpec
949,Masculine,Neutral,5,2,1,0,b,i,Mixed,A,French,Underived,,Y,Y,Social Relations,NonSpec
950,Masculine,Neutral,2,2,1,0,f,i,Mixed,A,Arabic-Assimilated,Adjective Of Origin,,Y,Y,Social Relations,NonSpec
951,Masculine,Masculine,2,2,1,0,f,i,No Plural,A,Native,Underived,,N,N,Spatial Relations,
952,Masculine,Masculine,3,0,1,1,g,s,No Plural,A,Native,Underived,,N,N,Spatial Relations,
953,Masculine,Masculine,2,1,1,0,g,i,No Plural,A,Native,Underived,,N,N,Emotion,
954,Masculine,Neutral,4,1,1,1,ħ,b,External,A,Arabic-Assimilated,Underived,,Y,Y,Possession & Trade,NonSpec
955,Masculine,Masculine,3,1,1,1,ħ,ʃ,External,A,Native,Underived,,N,N,Language & Music,
956,Masculine,Neutral,5,2,1,0,m,i,Mixed,A,Native,Adjective Of Origin,,Y,Y,Social Relations,NonSpec
957,Masculine,Masculine,4,1,1,0,m,u,Mixed,A,Native,Action Nouns,,N,N,Food & Drink,
