y_analysisGender2Category,y_analysisGender3Category,analysisHasSecondaryMorphYN,analysisMutability,m_analysisPluralPattern,m_analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,p_analysisThemeCV,p_analysisThemeFinalSegment,p_analysisThemeInitialSegment,s_lexiconAnimateYN,lexiconGlossEnglish,lexiconGlossFrench,s_lexiconHumanYN,m_lexiconLoanwordSource,s_lexiconSemanticField,s_lexiconSexGender,recordID,m_wordDerivedCategory,wordLexBitVector,m_wordNumSemanticCategory
Masculine,Neutral,,Neutral,Mixed,A,Y,kuʃam,CVCVC,m,k,Y,handicapped person who cannot walk,infirme (membres inferieurs),Y,Native,Body Parts & Functions,NonSpec,1196,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,kuʃm,CVCC,m,k,N,"disability, paralysis","infirmité, paralysie",N,Native,Body Parts & Functions,,1197,Action Nouns,1100-0000,
Masculine,Neutral,,Neutral,External,A,Y,nkkar,CCCVC,r,n,Y,ungrateful person,ingrat,Y,Arabic-Assimilated,Emotion,NonSpec,1198,Agentives,1111-1111,
Feminine,Feminine,Yes,Variable-Fem,Internal,A,N,!skkrd,CCCCC,d,s,N,"instrument to scrape, scraper","instrument pour gratter, raclette",N,Native,Physical Acts & Materials,,1201,Instrumental Nouns,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,gʷns,CCC,s,g,N,inside,intérieur,N,Native,Spatial Relations,,1206,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,rzzif,CCCVC,f,r,N,"invitation, visit","invitation, visite",N,Native,Motion & Transportation,,1208,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,sswi,CCCV,i,s,N,irrigation,irrigation,N,Native,Agriculture & Vegetation,,1209,Action Nouns,1100-0000,
Masculine,Neutral,,Neutral,Mixed,A,Y,skajri,CCVCCV,i,s,Y,drunkard,ivrogne,Y,Arabic-Assimilated,Social Relations,NonSpec,1212,Abnakliy,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,ħgru,CCCV,u,ħ,N,crop,jabot,N,Native,Agriculture & Vegetation,,1213,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,ssiki,CCVCV,i,s,N,fallow,jachère,N,Native,Agriculture & Vegetation,,1214,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,ħssad,CCCVC,d,ħ,Y,jealous person,jaloux,Y,Arabic-Assimilated,Emotion,NonSpec,1218,Agentives,1111-1111,5-POLY
Masculine,Neutral,,Neutral,External,A,Y,mħsad,CCCVC,d,m,Y,"jealous, envious person","jaloux, envieux",Y,Arabic-Assimilated,Emotion,NonSpec,1219,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,wraʁ,CCVC,ʁ,w,Y,yellow person or thing,jaune,N,Native,Sense Perception,NonSpec,1220,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,qʷmmar,CCCVC,r,q,Y,gambler,joueur de jeu de hasard,Y,Arabic-Assimilated,Language & Music,NonSpec,1226,Agentives,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,External,A,N,guzz,CVCC,z,g,N,cheek,joue,N,Native,Body Parts & Functions,,1229,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,External,A,N,mʒarraj,CCVCCVC,j,m,N,imitating a child's toy car,jouet d'enfant imitant une voiture,N,Native,Language & Music,,1230,Instrumental Nouns,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,zzaglu,CCVCCV,u,z,N,yoke,joug,N,Native,Agriculture & Vegetation,,1231,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Internal,A,Y,nfruħ,CCCVC,ħ,n,Y,merry person,joyeux,Y,Arabic-Assimilated,Emotion,NonSpec,1234,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,mkraz,CCCVC,z,m,Y,plowman,laboureur,Y,Native,Agriculture & Vegetation,NonSpec,1240,Agentives,1111-1111,
Masculine,Neutral,,Neutral,Internal,A,Y,mχʃun,CCCVC,n,m,Y,ugly person,laid,Y,Native,Emotion,NonSpec,1241,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,kʷfaj,CCVC,j,k,N,milk,lait,N,Native,Food & Drink,,1243,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,mummuj,CVCCVC,j,m,N,lamentation,lamentation,N,Native,Emotion,,1245,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,satl,CVCC,l,s,N,"diaper, strip of cloth","lange, bande d'étoffe",N,Native,Clothing & Adornment,,1248,Instrumental Nouns,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,qʷlil,CCVC,l,q,Y,rabbit,lapin,N,Native,Animals,NonSpec,1250,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,!mtta,CCCV,a,m,N,tear,larme,N,Native,Body Parts & Functions,,1252,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,!hrussu,CCVCCV,u,h,N,"lassitude, weakness","lassitude, atonie",N,Native,Emotion,,1254,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,lili,CVCV,i,l,N,oleander,laurier-rose,N,Native,Agriculture & Vegetation,,1255,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Mixed,A,Y,mggʷa,CCCV,a,m,Y,washer,laveuse,Y,Native,Clothing & Adornment,Female,1257,Agentives,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,sggʷrd,CCCCC,d,s,N,wash,lavoir,N,Native,Clothing & Adornment,,1258,Agentives,1111-0000,
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,bra,CCV,a,b,N,letter,lettre,N,Native,Language & Music,,1264,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,nʃr,CCC,r,n,N,lip,lèvre,N,Native,Body Parts & Functions,,1265,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,skrf,CCCC,f,s,N,"link, hobble for horse or other livestock","lien, entrave",N,Native,Physical Acts & Materials,,1270,Instrumental Nouns,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,srir,CCVC,r,s,N,meeting place,lieu de réunion,N,Native,Social Relations,,1272,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,sajs,CVCC,s,s,N,meeting place,lieu de réunion,N,Native,Social Relations,,1273,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,External,A,N,grzam,CCCVC,m,g,Y,lion,lion,N,Native,Animals,NonSpec,1276,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,ħlallaj,CCVCCVC,j,ħ,Y,"smooth and rounded thing (e.g., a stone shaped by water)",lisse et arrondi,N,Native,Sense Perception,NonSpec,1278,Underived,1111-1111,
Masculine,Neutral,,Neutral,Internal,A,Y,ʁzzajfu,CCCVCCV,u,ʁ,Y,"long, tall, tall person","long, de grande taille, personne de grande taille",Y,Native,Spatial Relations,NonSpec,1280,Azddayru,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,ʃlliq,CCCVC,q,ʃ,N,rag,loque,N,Native,Physical Acts & Materials,,1282,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,hdduz,CCCVC,z,h,N,rag,loque,N,Native,Physical Acts & Materials,,1283,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,ʁʷnʒa,CCCV,a,ʁ,N,ladle,louche,N,Native,Food & Drink,,1284,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,Internal,A,N,sagʷm,CVCC,m,s,N,scoop,puisette,N,Native,Food & Drink,,1285,Instrumental Nouns,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,srks,CCCC,s,s,N,ladle to mix,louche pour mélanger,N,Native,Food & Drink,,1286,Instrumental Nouns,1111-1111,5-DIM
Masculine,Neutral,,Neutral,No Plural,A,Y,ziwl,CVCC,l,z,Y,cross-eyed,"loucherie, strabisme",N,Native,Body Parts & Functions,NonSpec,1288,Action Nouns,1100-1100,
Masculine,Neutral,,Neutral,External,A,Y,krraj,CCCVC,j,k,Y,"landlord, tenant","loueur, locataire",Y,Native,Possession & Trade,NonSpec,1290,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,zal,CVC,l,z,N,daylight,lumère du jour,N,Native,Sense Perception,,1292,Underived,1100-0000,
Masculine,Neutral,,Neutral,External,A,Y,mhddr,CCCCC,r,m,Y,"luron, energetic person, joker","luron, plaisantin",Y,Arabic-Assimilated,Social Relations,NonSpec,1295,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,bnnaj,CCCVC,j,b,Y,mason,maçon,Y,Arabic-Assimilated,Physical Acts & Materials,NonSpec,1301,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,ndʕuf,CCCVC,f,n,Y,lean person or animal,maigre,Y,Arabic-Assimilated,Spatial Relations,NonSpec,1303,Agentives,1111-1111,5-POLY
Masculine,Neutral,,Neutral,Internal,A,Y,msdadu,CCCVCV,u,m,Y,skinny person or animal,maigrichon,Y,Native,Spatial Relations,NonSpec,1305,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,fus,CVC,s,f,N,hand,main,N,Native,Body Parts & Functions,,1306,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!kʷrʃʃid,CCCCVC,d,k,N,hand (pejorative),"main (péj.), paluche",N,Native,Body Parts & Functions,,1307,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,!mddsr,CCCCC,r,m,Y,"impolite, turbulent person","mal élevé, turbulent",Y,Native,Emotion,NonSpec,1309,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,!madun,CVCVC,n,m,Y,sick person (patient),malade,Y,Native,Body Parts & Functions,NonSpec,1311,Agentives,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,!ddakku,CCVCCV,u,d,N,handlebar plow,mancheron de charrue,N,Native,Agriculture & Vegetation,,1317,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,kbur,CCVC,r,k,N,how to arrange the haïk on the head,manière d'arranger le haïk sur la tête,N,Native,Clothing & Adornment,,1319,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,ssudu,CCVCV,u,s,N,how to ride (a horse),manière de monter (un cheval),N,Native,Animals,,1320,Action Nouns,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,skʷti,CCCV,i,s,N,crank,manivelle,N,Native,Physical Acts & Materials,,1321,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,dalli,CVCCV,i,d,N,low self esteem,manque d'amour propre,N,Arabic-Assimilated,Emotion,,1322,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,External,A,N,glagal,CCVCVC,l,g,N,marsh,marais,N,Native,Physical World,,1324,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,wada,CVCV,a,w,N,walking,marche,N,Native,Motion & Transportation,,1325,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,skʷfl,CCCC,l,s,N,stair,marche d'escalier,N,Native,Motion & Transportation,,1326,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,mzigz,CCVCC,z,m,Y,walker,marcheur,Y,Native,Motion & Transportation,NonSpec,1330,Agentives,1111-1111,
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,mʁra,CCCV,a,m,N,marriage,mariage,N,Native,Mankind,,1331,Underived,0000-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,bħri,CCCV,i,b,Y,"marine, sailor",marin,Y,Arabic-Assimilated,Motion & Transportation,NonSpec,1332,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,gdur,CCVC,r,g,N,cooking pot,marmite,N,Arabic-Assimilated,Food & Drink,,1334,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,kssal,CCCVC,l,k,Y,masseur,masseur,Y,Native,Body Parts & Functions,NonSpec,1337,Agentives,1111-1111,5-POLY
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,!gzaz,CCVC,z,g,N,chewing,mastication,N,Native,Body Parts & Functions,,1338,Action Nouns,1100-0000,
Masculine,Neutral,,Neutral,Internal,A,Y,mhruʃ,CCCVC,ʃ,m,Y,bad person,mauvais,Y,Native,Emotion,NonSpec,1340,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,!gzzaz,CCCVC,z,g,N,stomach ache,maux d'estomac,N,Native,Body Parts & Functions,,1341,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,!dbib,CCVC,b,d,Y,doctor,médecin,Y,Arabic-Assimilated,Body Parts & Functions,NonSpec,1342,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,safar,CVCVC,r,s,N,drug,médicament,N,Native,Body Parts & Functions,,1343,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,bʒaw,CCVC,w,b,Y,mehari (dromedary camel),méhari,N,Native,Animals,NonSpec,1345,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,mrwaj,CCCVC,j,m,N,"mixture, mess","mélange, pagaille",N,Native,Physical Acts & Materials,,1347,Action Nouns,1111-1100,5-UNIT
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,rkkis,CCCVC,s,r,N,liquid mixture,mélange liquide,N,Native,Physical Acts & Materials,,1348,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,rkuku,CCVCV,u,r,N,liquid mixture of flour,mélange liquide de farine,N,Native,Food & Drink,,1349,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,rggʷaj,CCCVC,j,r,N,"mixing, disorder","mélange, désordre",N,Native,Physical Acts & Materials,,1350,Action Nouns,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,ħssu,CCCV,u,ħ,N,"memory, learning","mémorisation, apprentissage",N,Native,Mind & Thought,,1356,Action Nouns,1100-0000,
Masculine,Neutral,,Neutral,Internal,A,Y,mnqqr,CCCCC,r,m,Y,beggar,mendiant,Y,Native,Social Relations,NonSpec,1357,Agentives,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!nʒʒar,CCCVC,r,n,Y,carpenter,menuisier,Y,Arabic-Assimilated,Possession & Trade,NonSpec,1363,Occupational Nouns,1111-1111,5-POLY
Masculine,Neutral,,Neutral,External,A,Y,mkraj,CCCVC,j,m,Y,mercenary,mercenaire,Y,Native,Warfare & Hunting,NonSpec,1367,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,sqqul,CCCVC,l,s,N,measurement (= arm),mesure (=bras),N,Native,Quantity & Number,,1368,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,A,N,!ftri,CCCV,i,f,N,grain measure,mesure à grains,N,Arabic-Assimilated,Quantity & Number,,1369,Underived,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,!ʕbbar,CCCVC,r,ʕ,Y,"measuring, measuring vessel, weighing or measuring person","mesure, récipient de mesure, personne qui pèse ou mesure",Y,Arabic-Assimilated,Quantity & Number,NonSpec,1370,Occupational Nouns,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,stta,CCCV,a,s,N,loom,métier à tisser,N,Native,Clothing & Adornment,,1373,Instrumental Nouns,1111-0000,
Masculine,Neutral,,Neutral,External,A,Y,ħzgan,CCCVC,n,ħ,Y,mestizo,métis,Y,Native,Social Relations,NonSpec,1376,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,External,A,N,swwan,CCCVC,n,s,N,kite,milan,N,Native,Language & Music,,1381,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!drrab,CCCVC,b,d,Y,minor,mineur,Y,Native,Social Relations,NonSpec,1383,Occupational Nouns,1111-1111,5-POLY
Masculine,Neutral,,Neutral,External,A,Y,zbabaj,CCVCVC,j,z,Y,"tiny, thin thing","minuscule, mince",N,Native,Spatial Relations,NonSpec,1384,Agentives,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,mmara,CCVCV,a,m,N,"misery, suffering, toiling","misère, souffrance, trime",N,Native,Emotion,,1385,Underived,0000-1100,
Masculine,Neutral,,Neutral,External,A,Y,nʁmal,CCCVC,l,n,Y,"mold, fungus",moisi,N,Native,Physical World,NonSpec,1389,Agentives,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,mgra,CCCV,a,m,N,harvest,moisson,N,Native,Agriculture & Vegetation,,1391,Action Nouns,0000-1100,
Masculine,Neutral,,Neutral,No Plural,A,Y,(u)luʁ,VCVC,ʁ,u,N,softness,mollesse,N,Native,Sense Perception,,1392,Underived,1100-1100,
Masculine,Neutral,,Neutral,Mixed,A,Y,ħʃmi,CCCV,i,ħ,Y,"kid, child",môme,Y,Native,Mankind,NonSpec,1394,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,budrar,CVCCVC,r,b,Y,mountaineer,montagnard,Y,Native,Social Relations,NonSpec,1397,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,drar,CCVC,r,d,N,mountain,montagne,N,Native,Physical World,,1398,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,ʁlaj,CCVC,j,ʁ,N,rise,montée,N,Native,Motion & Transportation,,1399,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,baduz,CVCVC,z,b,N,mound,monticule,N,Native,Physical World,,1403,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!tnnaz,CCCVC,z,t,Y,mocker,moqueur,Y,Arabic-Assimilated,Emotion,NonSpec,1406,Agentives,1111-1111,5-POLY
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,frkkuj,CCCCVC,j,f,N,piece,morceau,N,Native,Quantity & Number,,1407,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,External,A,N,!qdiʕ,CCVC,ʕ,q,N,piece,morceau,N,Arabic-Assimilated,Quantity & Number,,1408,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,!kʃʃud,CCCVC,d,k,N,piece of wood,morceau de bois,N,Native,Quantity & Number,,1409,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,gzzum,CCCVC,m,g,N,"piece, tearing action","morceau, action de déchirer",N,Native,Physical Acts & Materials,,1411,Unknown,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,brzzuj,CCCCVC,j,b,N,"piece, shard","morceau, tesson",N,Native,Quantity & Number,,1412,Underived,1111-1111,5-DIM
Feminine,Feminine,Yes,Variable-Fem,Internal,A,N,frdu,CCCV,u,f,N,mortar (container),mortier (récipient),N,Native,Physical Acts & Materials,,1413,Underived,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,External,A,N,χʷlil,CCVC,l,χ,N,glanders (disease),morve,N,Native,Body Parts & Functions,,1414,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,A,N,qʷbajs,CCVCC,s,q,N,sod,motte,N,Native,Agriculture & Vegetation,,1415,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,lggʷaʁ,CCCVC,ʁ,l,Y,soft thing,mou,N,Native,Sense Perception,NonSpec,1417,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,zrg,CCC,g,z,N,"quern, hand mill",moulin à bras,N,Native,Agriculture & Vegetation,,1423,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,A,Y,hruj,CCVC,j,h,Y,sheep,mouton,N,Native,Animals,Female,1425,Underived,0000-1111,
Masculine,Neutral,,Neutral,External,A,Y,gnaw,CCVC,w,g,Y,mute,muet,Y,Native,Body Parts & Functions,NonSpec,1427,Underived,1111-1111,
Masculine,Neutral,,Neutral,Internal,A,Y,srdun,CCCVC,n,s,Y,mule,mulet,N,Native,Animals,NonSpec,1429,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,buri,CVCV,i,b,Y,mullet (fish),mulet (poisson),N,Native,Animals,NonSpec,1430,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,A,N,ʁʷrab,CCVC,b,ʁ,N,wall,mur,N,Native,Dwellings & Furniture,,1432,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,qmmu,CCCV,u,q,N,snout,museau,N,Native,Body Parts & Functions,,1433,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,gnfur,CCCVC,r,g,N,snout,museau,N,Native,Body Parts & Functions,,1434,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,skʷms,CCCC,s,s,N,"haversack, bag for bullets","musette, petit sac à balles",N,Native,Clothing & Adornment,,1435,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,A,Y,muslm,CVCCC,m,m,Y,Muslim,musulman,Y,Arabic-Assimilated,Religion & Beliefs,NonSpec,1436,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,ʕwwam,CCCVC,m,ʕ,Y,swimmer,nageur,Y,Arabic-Assimilated,Motion & Transportation,NonSpec,1438,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,χnχam,CCCVC,m,χ,Y,nasal (someone who speaks with a nasal sound),nasillard,Y,Native,Body Parts & Functions,NonSpec,1441,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,A,N,grtil,CCCVC,l,g,N,mat,natte,N,Native,Dwellings & Furniture,,1443,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,mmuktu,CCVCCV,u,m,N,nausea,nausée,N,Native,Body Parts & Functions,,1444,Underived,1100-0000,
Feminine,Feminine,Yes,Variable-Fem,Mixed,A,N,rkkim,CCCVC,m,r,N,turnip,navet,N,Native,Food & Drink,,1446,Underived,1111-1111,1-AUG
Masculine,Neutral,,Neutral,External,A,Y,suqqi,CVCCV,i,s,Y,slave,esclave,Y,Arabic-Assimilated,Social Relations,NonSpec,1448,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,Mixed,A,Y,wajja,CVCCV,a,w,Y,slave,esclave femelle,Y,Native,Social Relations,Female,1449,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,A,N,dfl,CCC,l,d,N,snow,neige,N,Native,Physical World,,1451,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,sddi,CCCV,i,s,N,nest,nid,N,Native,Animals,,1454,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,External,A,N,mukris,CVCCVC,s,m,N,"node, problem, boredom (fig)","noeud, problème, ennui (fig)",N,Native,Emotion,,1457,Action Nouns,0000-1111,
Masculine,Neutral,,Neutral,External,A,Y,sggan,CCCVC,n,s,Y,black thing,noir,N,Native,Sense Perception,NonSpec,1458,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,sguni,CCVCV,i,s,N,darkness,noirceur,N,Native,Sense Perception,,1460,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,A,N,!dlu,CCV,u,d,N,"blackness, darkening","noirceur, noircissement",N,Native,Sense Perception,,1461,Action Nouns,0000-1100,
Masculine,Neutral,,Neutral,External,A,Y,mntag,CCCVC,g,m,Y,person who comes from Imntagn region,de la tribu de Imntagn,Y,Native,Social Relations,NonSpec,1463,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,!rħħal,CCCVC,l,r,Y,nomad,nomade,Y,Arabic-Assimilated,Social Relations,NonSpec,1464,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,bahlal,CVCCVC,l,b,Y,nonchalant,nonchalant,N,Native,Emotion,NonSpec,1466,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,nmʁur,CCCVC,r,n,Y,notable,notable,N,Native,Sense Perception,NonSpec,1467,Agentives,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,mʁur,CCVC,r,m,Y,notable person,notable,Y,Native,Sense Perception,NonSpec,1468,Action Nouns,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,A,Y,mʁar,CCVC,r,m,Y,"notable, the village chief","notable, chef du village",Y,Native,Social Relations,Male,1469,Agentives,1111-0000,
Feminine,Feminine,,Fixed-Fem,External,A,N,wmmis,CCCVC,s,w,N,"nouet, amulet","nouet, amulette",N,Native,Food & Drink,,1471,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,mtʃu,CCCV,u,m,N,food,nourriture,N,Native,Food & Drink,,1473,Action Nouns,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,A,N,ʁʷrmi,CCCV,i,ʁ,N,core,noyau,N,Native,Spatial Relations,,1475,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,A,N,mdlu,CCCV,u,m,N,cloud,nuage,N,Native,Physical World,,1476,Action Nouns,1111-0000,
Masculine,Neutral,,Neutral,Internal,A,Y,!ħttuz,CCCVC,z,ħ,Y,obese person,obèse,Y,Native,Body Parts & Functions,NonSpec,1478,Underived,1111-1111,
Masculine,Neutral,,Neutral,Internal,A,Y,!tbbuz,CCCVC,z,t,Y,obese person,obèse,Y,Native,Body Parts & Functions,NonSpec,1479,Underived,1111-1111,
Masculine,Neutral,,Neutral,External,A,Y,!ħtabbaz,CCVCCVC,z,ħ,Y,obese person,obèse,Y,Native,Body Parts & Functions,NonSpec,1480,Agentives,1111-1111,
Feminine,Feminine,,Fixed-Fem,Mixed,A,N,wwuri,CCVCV,i,w,N,occupation,occupation,N,Native,Possession & Trade,,1483,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,External,A,N,mrsal,CCCVC,l,m,N,red ocher,ocre rouge,N,Native,Sense Perception,,1484,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,External,A,N,glaj,CCVC,j,g,N,egg,oeuf,N,Native,Food & Drink,,1487,Underived,0000-1111,
Masculine,Neutral,,Neutral,Mixed,A,Y,!ʁʷzn,CCC,n,ʁ,Y,ogre,ogre,Y,Native,Religion & Beliefs,NonSpec,1488,Underived,1111-1111,
